task_id,title,description,created_by,assigned_to,category,created_at,due_date,est_duration_minutes,actual_duration_minutes,priority_level,priority_score,completed_on_time,urgency_keywords,creator_role,status
568,Bug Fixing task #568,Kindly work on bug fixing for project #6.,user_5,user_5,Bug Fixing,2025-09-23,2025-10-01,432,404,Low,24.88,True,No,Team Lead,Done
569,Documentation task #569,Urgently work on documentation for project #30.,user_1,user_8,Documentation,2025-09-11,2025-09-18,219,316,Medium,41.94,True,Yes,Team Lead,Done
570,Development task #570, work on development for project #5.,user_1,user_6,Development,2025-09-27,2025-09-30,88,126,Low,34.73,True,No,Manager,Done
571,Testing task #571,Please work on testing for project #8.,user_8,user_3,Testing,2025-09-29,2025-10-04,478,545,Medium,40.28,True,No,Team Lead,Done
572,Development task #572,Please work on development for project #34.,user_4,user_7,Development,2025-09-08,2025-09-09,161,248,Medium,65.15,True,No,QA Engineer,Done
573,Development task #573,Please work on development for project #48.,user_4,user_8,Development,2025-09-22,2025-09-27,225,235,Medium,44.9,True,No,QA Engineer,Done
574,Testing task #574,Please work on testing for project #43.,user_9,user_2,Testing,2025-09-16,2025-09-21,161,223,Low,36.71,True,No,Developer,Done
575,Documentation task #575,Please work on documentation for project #26.,user_2,user_4,Documentation,2025-09-11,2025-09-12,145,185,Medium,52.44,True,No,QA Engineer,Done
576,Documentation task #576,Please work on documentation for project #16.,user_1,user_1,Documentation,2025-09-23,2025-10-03,139,204,Low,6.83,True,No,QA Engineer,Done
577,Documentation task #577,Kindly work on documentation for project #45.,user_8,user_2,Documentation,2025-09-30,2025-10-01,90,151,Medium,43.53,True,No,Developer,Done
578,Testing task #578, work on testing for project #47.,user_2,user_3,Testing,2025-09-08,2025-09-14,345,403,Medium,51.56,True,No,QA Engineer,Done
579,Documentation task #579, work on documentation for project #46.,user_1,user_7,Documentation,2025-09-24,2025-09-27,188,168,Low,17.82,True,No,Developer,Done
580,Design task #580,Urgently work on design for project #21.,user_9,user_5,Design,2025-09-07,2025-09-17,155,264,High,87.16,True,Yes,QA Engineer,Done
581,Development task #581,Urgently work on development for project #17.,user_8,user_5,Development,2025-09-03,2025-09-12,139,224,High,75.08,True,Yes,Team Lead,Done
582,Testing task #582,Please work on testing for project #40.,user_6,user_8,Testing,2025-09-25,2025-10-04,254,271,Low,33.77,True,No,Manager,Done
583,Meeting task #583, work on meeting for project #13.,user_10,user_4,Meeting,2025-09-24,2025-09-26,397,504,Medium,49.49,True,No,Developer,Done
584,Testing task #584,Urgently work on testing for project #8.,user_8,user_9,Testing,2025-09-20,2025-09-25,225,299,High,100.0,True,Yes,Team Lead,Done
585,Bug Fixing task #585,Kindly work on bug fixing for project #7.,user_9,user_2,Bug Fixing,2025-09-27,2025-09-30,151,129,Medium,42.73,True,No,Manager,Done
586,Design task #586,Urgently work on design for project #4.,user_4,user_2,Design,2025-09-19,2025-09-26,396,491,High,73.72,True,Yes,Manager,Done
587,Meeting task #587,Please work on meeting for project #30.,user_4,user_10,Meeting,2025-09-01,2025-09-05,395,490,Low,33.11,True,No,Manager,Done
588,Development task #588,Urgently work on development for project #34.,user_1,user_6,Development,2025-09-27,2025-10-03,466,450,Medium,57.25,True,Yes,QA Engineer,Done
589,Bug Fixing task #589,Kindly work on bug fixing for project #35.,user_2,user_5,Bug Fixing,2025-09-07,2025-09-16,109,104,Medium,52.46,True,No,Manager,Done
590,Design task #590, work on design for project #48.,user_4,user_4,Design,2025-09-19,2025-09-22,345,457,Low,27.16,True,No,Team Lead,Done
591,Bug Fixing task #591,Kindly work on bug fixing for project #36.,user_10,user_6,Bug Fixing,2025-09-23,2025-09-30,113,125,Medium,41.07,True,No,QA Engineer,Done
592,Design task #592,Urgently work on design for project #36.,user_9,user_6,Design,2025-09-18,2025-09-28,286,346,Medium,62.84,True,Yes,Team Lead,Done
593,Meeting task #593,Kindly work on meeting for project #25.,user_6,user_7,Meeting,2025-09-27,2025-10-03,371,402,Medium,47.18,True,No,QA Engineer,Done
594,Testing task #594,Urgently work on testing for project #39.,user_5,user_6,Testing,2025-09-15,2025-09-22,60,38,High,75.0,True,Yes,QA Engineer,Done
595,Bug Fixing task #595,Urgently work on bug fixing for project #2.,user_9,user_3,Bug Fixing,2025-09-01,2025-09-06,173,197,High,85.56,True,Yes,Developer,Done
596,Development task #596,Kindly work on development for project #9.,user_5,user_9,Development,2025-09-04,2025-09-05,295,356,Low,32.35,True,No,Team Lead,Done
597,Meeting task #597,Please work on meeting for project #37.,user_6,user_10,Meeting,2025-09-08,2025-09-13,475,521,Low,35.95,True,No,Team Lead,Done
598,Design task #598,Kindly work on design for project #32.,user_10,user_4,Design,2025-09-24,2025-09-30,465,558,Low,25.32,True,No,Manager,Done
599,Development task #599,Please work on development for project #50.,user_10,user_2,Development,2025-09-02,2025-09-12,255,245,Low,33.34,True,No,Developer,Done
600,Meeting task #600,Please work on meeting for project #41.,user_6,user_7,Meeting,2025-09-30,2025-10-02,454,482,Medium,45.66,True,No,QA Engineer,Done
601,Development task #601,Kindly work on development for project #21.,user_7,user_1,Development,2025-09-17,2025-09-18,223,331,Medium,51.35,True,No,Developer,Done
602,Testing task #602,Please work on testing for project #15.,user_4,user_3,Testing,2025-09-22,2025-09-29,288,405,Low,26.17,True,No,Manager,Done
603,Design task #603,Please work on design for project #36.,user_5,user_7,Design,2025-09-05,2025-09-11,102,193,Medium,53.04,True,No,Team Lead,Done
604,Design task #604,Kindly work on design for project #31.,user_5,user_2,Design,2025-09-17,2025-09-24,456,459,Medium,60.33,True,No,QA Engineer,Done
605,Testing task #605,Kindly work on testing for project #16.,user_4,user_8,Testing,2025-09-21,2025-10-01,160,273,Medium,46.2,True,No,QA Engineer,Done
606,Bug Fixing task #606, work on bug fixing for project #28.,user_5,user_7,Bug Fixing,2025-09-22,2025-10-02,105,103,Medium,68.15,True,No,Developer,Done
607,Meeting task #607,Urgently work on meeting for project #11.,user_6,user_4,Meeting,2025-09-12,2025-09-22,395,371,Medium,58.39,True,Yes,Developer,Done
608,Meeting task #608,Kindly work on meeting for project #44.,user_10,user_8,Meeting,2025-09-15,2025-09-16,478,507,Low,21.33,False,No,Team Lead,In Progress
609,Documentation task #609,Please work on documentation for project #22.,user_2,user_2,Documentation,2025-09-08,2025-09-18,135,178,Low,13.32,True,No,Manager,Done
610,Development task #610,Kindly work on development for project #14.,user_2,user_5,Development,2025-09-16,2025-09-17,229,252,Medium,62.44,True,No,QA Engineer,Done
611,Testing task #611, work on testing for project #38.,user_9,user_5,Testing,2025-09-20,2025-09-23,415,389,Medium,49.82,True,No,QA Engineer,Done
612,Development task #612,Urgently work on development for project #4.,user_9,user_1,Development,2025-09-06,2025-09-07,205,226,Medium,69.17,True,Yes,Developer,Done
613,Design task #613,Please work on design for project #2.,user_1,user_2,Design,2025-09-22,2025-09-27,399,461,Medium,44.2,True,No,QA Engineer,Done
614,Meeting task #614,Please work on meeting for project #12.,user_7,user_4,Meeting,2025-09-17,2025-09-19,221,315,Low,23.12,True,No,QA Engineer,Done
615,Documentation task #615,Urgently work on documentation for project #32.,user_9,user_8,Documentation,2025-09-02,2025-09-06,331,379,High,100.0,True,Yes,Manager,Done
616,Design task #616,Kindly work on design for project #33.,user_3,user_1,Design,2025-09-22,2025-09-28,241,288,Medium,41.94,True,No,Developer,Done
617,Meeting task #617,Kindly work on meeting for project #10.,user_1,user_5,Meeting,2025-09-29,2025-09-30,344,385,Medium,41.64,True,No,QA Engineer,Done
618,Meeting task #618, work on meeting for project #16.,user_7,user_3,Meeting,2025-09-24,2025-10-01,326,354,Medium,50.89,True,No,Manager,Done
619,Testing task #619,Kindly work on testing for project #14.,user_3,user_7,Testing,2025-09-30,2025-10-10,228,312,Medium,47.22,True,No,Developer,Done
620,Development task #620,Kindly work on development for project #28.,user_3,user_10,Development,2025-09-28,2025-10-01,218,322,Medium,43.36,True,No,Team Lead,Done
621,Documentation task #621,Kindly work on documentation for project #21.,user_10,user_3,Documentation,2025-09-03,2025-09-12,332,332,Low,28.14,True,No,Developer,Done
622,Documentation task #622,Kindly work on documentation for project #50.,user_1,user_6,Documentation,2025-09-14,2025-09-19,286,326,Medium,47.07,True,No,QA Engineer,Done
623,Documentation task #623,Kindly work on documentation for project #39.,user_2,user_3,Documentation,2025-09-01,2025-09-11,375,413,Medium,68.23,True,No,Team Lead,Done
624,Documentation task #624, work on documentation for project #46.,user_4,user_1,Documentation,2025-09-03,2025-09-11,128,226,Medium,60.18,True,No,Developer,Done
625,Development task #625,Kindly work on development for project #15.,user_6,user_3,Development,2025-09-16,2025-09-24,130,141,Medium,63.9,True,No,QA Engineer,Done
626,Bug Fixing task #626,Kindly work on bug fixing for project #5.,user_7,user_1,Bug Fixing,2025-09-14,2025-09-18,440,461,Low,32.33,True,No,Developer,Done
627,Documentation task #627, work on documentation for project #26.,user_8,user_10,Documentation,2025-09-23,2025-09-29,294,327,Low,25.16,True,No,QA Engineer,Done
628,Bug Fixing task #628,Please work on bug fixing for project #34.,user_10,user_7,Bug Fixing,2025-09-13,2025-09-23,440,556,Low,38.11,True,No,Developer,Done
629,Bug Fixing task #629, work on bug fixing for project #48.,user_8,user_8,Bug Fixing,2025-09-29,2025-10-03,325,432,Medium,40.84,True,No,Manager,Done
630,Bug Fixing task #630,Urgently work on bug fixing for project #50.,user_9,user_7,Bug Fixing,2025-09-07,2025-09-12,285,356,High,86.41,True,Yes,Manager,Done
631,Meeting task #631,Kindly work on meeting for project #30.,user_8,user_3,Meeting,2025-09-10,2025-09-20,87,189,Low,14.61,True,No,QA Engineer,Done
632,Development task #632,Kindly work on development for project #26.,user_8,user_2,Development,2025-09-06,2025-09-16,416,525,Medium,62.94,True,No,Manager,Done
633,Design task #633, work on design for project #6.,user_6,user_8,Design,2025-09-06,2025-09-14,362,383,Low,37.63,True,No,Manager,Done
634,Meeting task #634,Urgently work on meeting for project #6.,user_6,user_3,Meeting,2025-09-03,2025-09-05,421,506,Medium,63.6,True,Yes,Manager,Done
635,Testing task #635,Kindly work on testing for project #22.,user_7,user_9,Testing,2025-09-13,2025-09-22,254,235,Low,24.82,True,No,Team Lead,Done
636,Testing task #636,Urgently work on testing for project #47.,user_3,user_3,Testing,2025-09-06,2025-09-07,274,322,Medium,45.18,True,Yes,Team Lead,Done
637,Design task #637,Urgently work on design for project #1.,user_5,user_3,Design,2025-09-29,2025-10-02,163,133,High,82.35,True,Yes,Manager,Done
638,Design task #638, work on design for project #30.,user_8,user_8,Design,2025-09-20,2025-09-28,181,206,Medium,41.1,True,No,Manager,Done
639,Design task #639,Kindly work on design for project #4.,user_8,user_2,Design,2025-09-08,2025-09-17,202,314,Low,20.65,True,No,Manager,Done
640,Documentation task #640,Urgently work on documentation for project #22.,user_3,user_1,Documentation,2025-09-02,2025-09-05,76,193,Medium,50.57,True,Yes,Developer,Done
641,Bug Fixing task #641,Kindly work on bug fixing for project #30.,user_1,user_2,Bug Fixing,2025-09-06,2025-09-09,404,446,Low,34.96,True,No,QA Engineer,Done
642,Development task #642, work on development for project #5.,user_10,user_6,Development,2025-09-03,2025-09-08,225,289,Medium,65.04,True,No,Manager,Done
643,Design task #643,Urgently work on design for project #34.,user_9,user_2,Design,2025-09-16,2025-09-19,122,162,Medium,66.11,True,Yes,Developer,Done
644,Design task #644,Please work on design for project #31.,user_9,user_4,Design,2025-09-20,2025-09-21,115,231,Low,17.45,True,No,Team Lead,Done
645,Development task #645,Urgently work on development for project #9.,user_10,user_5,Development,2025-09-20,2025-09-26,192,296,Medium,66.31,True,Yes,QA Engineer,Done
646,Testing task #646,Urgently work on testing for project #13.,user_10,user_8,Testing,2025-09-16,2025-09-19,372,401,Medium,65.91,True,Yes,QA Engineer,Done
647,Bug Fixing task #647, work on bug fixing for project #27.,user_2,user_1,Bug Fixing,2025-09-21,2025-09-23,437,460,Low,0.0,True,No,QA Engineer,Done
648,Bug Fixing task #648,Urgently work on bug fixing for project #5.,user_6,user_6,Bug Fixing,2025-09-01,2025-09-05,413,455,Medium,69.19,True,Yes,Team Lead,Done
649,Meeting task #649,Urgently work on meeting for project #26.,user_5,user_9,Meeting,2025-09-25,2025-09-26,118,173,Medium,66.54,True,Yes,Developer,Done
650,Development task #650,Urgently work on development for project #44.,user_10,user_10,Development,2025-09-27,2025-09-30,159,213,High,80.44,True,Yes,Manager,Done
651,Design task #651,Urgently work on design for project #30.,user_8,user_1,Design,2025-09-16,2025-09-19,381,468,High,97.73,True,Yes,Team Lead,Done
652,Design task #652,Please work on design for project #14.,user_1,user_9,Design,2025-09-19,2025-09-25,344,451,Medium,56.9,True,No,Developer,Done
653,Testing task #653, work on testing for project #41.,user_6,user_6,Testing,2025-09-05,2025-09-10,75,131,Low,35.97,True,No,Manager,Done
654,Testing task #654,Urgently work on testing for project #46.,user_3,user_10,Testing,2025-09-06,2025-09-16,119,167,Medium,53.4,True,Yes,QA Engineer,Done
655,Bug Fixing task #655,Urgently work on bug fixing for project #14.,user_5,user_7,Bug Fixing,2025-09-16,2025-09-20,250,335,High,100.0,True,Yes,Manager,Done
656,Testing task #656,Please work on testing for project #29.,user_5,user_3,Testing,2025-09-12,2025-09-13,458,479,Medium,40.89,True,No,Manager,Done
657,Testing task #657,Urgently work on testing for project #50.,user_1,user_8,Testing,2025-09-07,2025-09-13,307,411,High,70.21,True,Yes,Team Lead,Done
658,Meeting task #658,Please work on meeting for project #1.,user_3,user_2,Meeting,2025-09-07,2025-09-08,295,364,Low,39.64,True,No,Team Lead,Done
659,Meeting task #659,Urgently work on meeting for project #2.,user_1,user_10,Meeting,2025-09-11,2025-09-19,83,79,High,72.97,True,Yes,Manager,Done
660,Testing task #660,Urgently work on testing for project #50.,user_5,user_4,Testing,2025-09-07,2025-09-11,206,246,Medium,67.83,True,Yes,Developer,Done
661,Design task #661,Please work on design for project #14.,user_2,user_5,Design,2025-09-06,2025-09-11,118,91,Low,31.4,True,No,Team Lead,Done
662,Testing task #662,Kindly work on testing for project #11.,user_6,user_9,Testing,2025-09-09,2025-09-12,420,462,Low,31.8,True,No,Developer,Done
663,Bug Fixing task #663,Please work on bug fixing for project #31.,user_5,user_10,Bug Fixing,2025-09-18,2025-09-26,85,88,Low,39.51,True,No,Developer,Done
664,Development task #664,Kindly work on development for project #46.,user_1,user_2,Development,2025-09-02,2025-09-04,278,348,Low,31.85,True,No,QA Engineer,Done
665,Testing task #665,Please work on testing for project #49.,user_10,user_8,Testing,2025-09-10,2025-09-16,478,498,Low,29.31,True,No,Developer,Done
666,Design task #666,Urgently work on design for project #44.,user_10,user_3,Design,2025-09-27,2025-10-05,109,195,High,71.6,True,Yes,Manager,Done
667,Development task #667,Urgently work on development for project #26.,user_8,user_8,Development,2025-09-08,2025-09-11,375,411,Medium,66.18,True,Yes,Team Lead,Done
668,Documentation task #668,Please work on documentation for project #23.,user_6,user_6,Documentation,2025-09-16,2025-09-17,93,184,Medium,62.56,True,No,QA Engineer,Done
669,Design task #669,Kindly work on design for project #33.,user_8,user_3,Design,2025-09-25,2025-10-01,369,486,Low,0.24,True,No,Developer,Done
670,Bug Fixing task #670, work on bug fixing for project #26.,user_7,user_2,Bug Fixing,2025-09-18,2025-09-20,465,512,Medium,56.37,True,No,Developer,Done
671,Testing task #671,Please work on testing for project #22.,user_7,user_4,Testing,2025-09-18,2025-09-21,306,374,Medium,58.69,True,No,Team Lead,Done
672,Documentation task #672,Kindly work on documentation for project #43.,user_10,user_7,Documentation,2025-09-19,2025-09-25,338,368,Low,8.9,True,No,QA Engineer,Done
673,Development task #673,Urgently work on development for project #36.,user_2,user_10,Development,2025-09-04,2025-09-14,365,453,Medium,64.86,True,Yes,QA Engineer,Done
674,Bug Fixing task #674, work on bug fixing for project #21.,user_8,user_3,Bug Fixing,2025-09-13,2025-09-15,366,363,Low,34.43,True,No,Developer,Done
675,Design task #675,Kindly work on design for project #43.,user_1,user_2,Design,2025-09-27,2025-09-30,357,327,Low,18.89,True,No,Team Lead,Done
676,Documentation task #676,Kindly work on documentation for project #14.,user_8,user_9,Documentation,2025-09-13,2025-09-23,355,439,Low,28.33,True,No,Developer,Done
677,Development task #677,Please work on development for project #38.,user_6,user_5,Development,2025-09-30,2025-10-07,427,485,Low,23.34,True,No,Developer,Done
678,Bug Fixing task #678,Urgently work on bug fixing for project #36.,user_10,user_9,Bug Fixing,2025-09-28,2025-10-01,210,195,High,96.28,True,Yes,QA Engineer,Done
679,Bug Fixing task #679, work on bug fixing for project #45.,user_1,user_9,Bug Fixing,2025-09-04,2025-09-09,75,105,Medium,54.04,True,No,Developer,Done
680,Testing task #680,Kindly work on testing for project #43.,user_7,user_6,Testing,2025-09-13,2025-09-20,282,391,Medium,59.07,True,No,QA Engineer,Done
681,Documentation task #681,Kindly work on documentation for project #19.,user_8,user_3,Documentation,2025-09-18,2025-09-25,244,320,Medium,50.83,True,No,Team Lead,Done
682,Development task #682, work on development for project #9.,user_3,user_3,Development,2025-09-03,2025-09-04,133,227,Low,23.06,True,No,Manager,Done
683,Bug Fixing task #683, work on bug fixing for project #33.,user_3,user_7,Bug Fixing,2025-09-29,2025-10-09,277,293,Low,32.13,True,No,QA Engineer,Done
684,Design task #684,Please work on design for project #37.,user_9,user_8,Design,2025-09-12,2025-09-16,155,233,Medium,47.34,True,No,QA Engineer,Done
685,Design task #685,Please work on design for project #3.,user_4,user_9,Design,2025-09-14,2025-09-23,355,418,Low,21.67,True,No,Developer,Done
686,Testing task #686,Kindly work on testing for project #47.,user_8,user_6,Testing,2025-09-19,2025-09-27,413,403,Medium,50.69,True,No,Manager,Done
687,Development task #687,Kindly work on development for project #31.,user_9,user_5,Development,2025-09-17,2025-09-19,327,319,Low,36.4,True,No,QA Engineer,Done
688,Development task #688,Please work on development for project #31.,user_2,user_9,Development,2025-09-20,2025-09-21,235,341,Low,34.38,True,No,Developer,Done
689,Design task #689,Urgently work on design for project #11.,user_9,user_8,Design,2025-09-14,2025-09-20,468,513,High,80.66,True,Yes,Developer,Done
690,Bug Fixing task #690,Please work on bug fixing for project #43.,user_10,user_5,Bug Fixing,2025-09-02,2025-09-10,356,369,Medium,46.66,True,No,Developer,Done
691,Meeting task #691,Please work on meeting for project #18.,user_10,user_1,Meeting,2025-09-16,2025-09-18,124,223,Low,34.59,True,No,Developer,Done
692,Meeting task #692,Kindly work on meeting for project #38.,user_3,user_10,Meeting,2025-09-09,2025-09-14,67,65,Medium,57.39,True,No,Developer,Done
693,Development task #693, work on development for project #12.,user_3,user_8,Development,2025-09-26,2025-09-29,193,223,Low,23.78,True,No,Developer,Done
694,Testing task #694, work on testing for project #49.,user_1,user_6,Testing,2025-09-05,2025-09-15,480,489,Medium,49.24,True,No,Manager,Done
695,Design task #695,Urgently work on design for project #4.,user_7,user_4,Design,2025-09-24,2025-09-27,167,284,High,78.9,True,Yes,QA Engineer,Done
696,Development task #696,Urgently work on development for project #31.,user_5,user_2,Development,2025-09-06,2025-09-14,264,355,Medium,65.36,True,Yes,Manager,Done
697,Development task #697,Kindly work on development for project #34.,user_9,user_4,Development,2025-09-22,2025-09-29,302,339,Medium,44.89,True,No,QA Engineer,Done
698,Design task #698,Please work on design for project #35.,user_1,user_5,Design,2025-09-13,2025-09-19,331,311,Low,21.23,True,No,QA Engineer,Done
699,Development task #699,Urgently work on development for project #42.,user_6,user_7,Development,2025-09-11,2025-09-16,196,191,High,83.86,True,Yes,Developer,Done
700,Testing task #700,Urgently work on testing for project #44.,user_7,user_8,Testing,2025-09-24,2025-10-04,454,473,Medium,67.23,True,Yes,Team Lead,Done
701,Development task #701, work on development for project #7.,user_3,user_6,Development,2025-09-22,2025-09-23,94,67,Low,32.16,True,No,Manager,Done
702,Testing task #702,Please work on testing for project #2.,user_2,user_8,Testing,2025-09-08,2025-09-13,188,207,Medium,55.74,True,No,Developer,Done
703,Testing task #703,Please work on testing for project #39.,user_2,user_1,Testing,2025-09-20,2025-09-22,422,422,Low,29.43,True,No,Team Lead,Done
704,Documentation task #704,Urgently work on documentation for project #19.,user_7,user_10,Documentation,2025-09-29,2025-10-01,416,433,Medium,48.87,True,Yes,Team Lead,Done
705,Design task #705,Urgently work on design for project #11.,user_2,user_8,Design,2025-09-25,2025-10-02,414,466,Medium,46.65,True,Yes,Developer,Done
706,Bug Fixing task #706,Urgently work on bug fixing for project #12.,user_5,user_1,Bug Fixing,2025-09-13,2025-09-19,90,126,High,79.09,True,Yes,QA Engineer,Done
707,Design task #707,Please work on design for project #10.,user_2,user_8,Design,2025-09-20,2025-09-27,151,246,Low,20.79,True,No,Team Lead,Done
708,Testing task #708,Please work on testing for project #3.,user_7,user_4,Testing,2025-09-30,2025-10-08,426,462,Medium,66.32,True,No,Manager,Done
709,Bug Fixing task #709,Kindly work on bug fixing for project #42.,user_2,user_10,Bug Fixing,2025-09-25,2025-10-03,69,166,Low,8.77,True,No,Developer,Done
710,Development task #710, work on development for project #37.,user_1,user_1,Development,2025-09-09,2025-09-12,418,472,Medium,65.45,True,No,QA Engineer,Done
711,Bug Fixing task #711,Kindly work on bug fixing for project #1.,user_9,user_8,Bug Fixing,2025-09-14,2025-09-21,432,419,Medium,43.17,True,No,QA Engineer,Done
712,Design task #712,Please work on design for project #24.,user_8,user_2,Design,2025-09-11,2025-09-16,265,249,Low,38.55,True,No,Developer,Done
713,Testing task #713,Kindly work on testing for project #36.,user_6,user_2,Testing,2025-09-25,2025-09-30,391,412,Low,31.83,True,No,QA Engineer,Done
714,Bug Fixing task #714, work on bug fixing for project #6.,user_7,user_4,Bug Fixing,2025-09-23,2025-09-30,114,175,Medium,45.99,True,No,Developer,Done
715,Development task #715, work on development for project #25.,user_8,user_4,Development,2025-09-02,2025-09-06,72,103,Low,39.44,True,No,Team Lead,Done
716,Bug Fixing task #716,Urgently work on bug fixing for project #4.,user_9,user_5,Bug Fixing,2025-09-18,2025-09-26,68,47,High,86.55,True,Yes,QA Engineer,Done
717,Meeting task #717,Kindly work on meeting for project #48.,user_1,user_7,Meeting,2025-09-07,2025-09-16,294,401,Medium,41.71,True,No,Manager,Done
718,Testing task #718, work on testing for project #40.,user_4,user_2,Testing,2025-09-24,2025-09-27,310,284,Medium,42.25,True,No,Manager,Done
719,Bug Fixing task #719, work on bug fixing for project #40.,user_4,user_3,Bug Fixing,2025-09-06,2025-09-07,217,211,Low,34.55,True,No,Manager,Done
720,Documentation task #720,Please work on documentation for project #13.,user_10,user_2,Documentation,2025-09-04,2025-09-12,364,390,Low,39.15,True,No,Manager,Done
721,Design task #721,Urgently work on design for project #14.,user_6,user_7,Design,2025-09-04,2025-09-14,339,344,High,74.62,True,Yes,Developer,Done
722,Bug Fixing task #722, work on bug fixing for project #11.,user_10,user_3,Bug Fixing,2025-09-03,2025-09-05,200,206,Low,14.35,True,No,Developer,Done
723,Development task #723,Kindly work on development for project #7.,user_6,user_9,Development,2025-09-15,2025-09-19,357,337,Low,19.78,True,No,Team Lead,Done
724,Development task #724,Please work on development for project #12.,user_10,user_7,Development,2025-09-01,2025-09-09,101,72,Medium,51.15,True,No,Team Lead,Done
725,Bug Fixing task #725,Kindly work on bug fixing for project #10.,user_10,user_5,Bug Fixing,2025-09-23,2025-10-01,414,416,Medium,42.56,True,No,QA Engineer,Done
726,Development task #726,Kindly work on development for project #46.,user_5,user_9,Development,2025-09-14,2025-09-18,149,128,Low,37.24,True,No,QA Engineer,Done
727,Design task #727,Kindly work on design for project #13.,user_10,user_2,Design,2025-09-12,2025-09-19,62,174,Medium,40.28,True,No,Developer,Done
728,Bug Fixing task #728, work on bug fixing for project #50.,user_9,user_2,Bug Fixing,2025-09-28,2025-10-07,319,345,Medium,45.21,True,No,Developer,Done
729,Development task #729, work on development for project #32.,user_4,user_5,Development,2025-09-07,2025-09-09,467,475,Low,31.9,True,No,Manager,Done
730,Documentation task #730, work on documentation for project #17.,user_3,user_1,Documentation,2025-09-21,2025-09-27,205,228,Low,28.33,True,No,Manager,Done
731,Meeting task #731,Kindly work on meeting for project #2.,user_10,user_8,Meeting,2025-09-04,2025-09-05,335,350,Medium,42.94,True,No,Manager,Done
732,Design task #732,Urgently work on design for project #27.,user_9,user_2,Design,2025-09-29,2025-10-03,429,512,Medium,55.32,True,Yes,Manager,Done
733,Documentation task #733, work on documentation for project #13.,user_6,user_4,Documentation,2025-09-11,2025-09-15,110,140,Medium,46.12,True,No,Manager,Done
734,Design task #734,Kindly work on design for project #14.,user_4,user_2,Design,2025-09-19,2025-09-27,87,168,Low,14.46,True,No,QA Engineer,Done
735,Testing task #735,Urgently work on testing for project #18.,user_8,user_3,Testing,2025-09-12,2025-09-15,294,313,High,85.44,True,Yes,QA Engineer,Done
736,Documentation task #736,Kindly work on documentation for project #8.,user_6,user_3,Documentation,2025-09-23,2025-10-03,90,131,Medium,47.09,True,No,Manager,Done
737,Design task #737,Kindly work on design for project #41.,user_8,user_7,Design,2025-09-25,2025-10-01,172,217,Medium,43.84,True,No,Team Lead,Done
738,Testing task #738,Kindly work on testing for project #38.,user_3,user_10,Testing,2025-09-03,2025-09-10,327,422,Medium,54.74,True,No,Team Lead,Done
739,Design task #739,Kindly work on design for project #21.,user_8,user_5,Design,2025-09-24,2025-10-01,436,469,Medium,64.98,True,No,Manager,Done
740,Design task #740,Please work on design for project #3.,user_10,user_4,Design,2025-09-30,2025-10-10,62,138,Medium,55.22,True,No,Team Lead,Done
741,Design task #741, work on design for project #32.,user_9,user_1,Design,2025-09-17,2025-09-24,305,300,Low,12.39,True,No,QA Engineer,Done
742,Documentation task #742,Urgently work on documentation for project #19.,user_2,user_9,Documentation,2025-09-23,2025-09-30,171,174,Medium,50.81,True,Yes,Manager,Done
743,Documentation task #743,Please work on documentation for project #30.,user_2,user_1,Documentation,2025-09-22,2025-09-27,142,229,Low,30.63,True,No,QA Engineer,Done
744,Design task #744,Please work on design for project #41.,user_3,user_7,Design,2025-09-26,2025-10-02,380,468,Medium,40.39,True,No,Team Lead,Done
745,Bug Fixing task #745,Kindly work on bug fixing for project #44.,user_7,user_6,Bug Fixing,2025-09-10,2025-09-17,445,484,Medium,47.76,True,No,Manager,Done
746,Bug Fixing task #746, work on bug fixing for project #24.,user_10,user_6,Bug Fixing,2025-09-17,2025-09-23,86,84,Low,29.11,True,No,Manager,Done
747,Design task #747,Please work on design for project #36.,user_10,user_1,Design,2025-09-12,2025-09-15,391,504,Medium,42.8,True,No,Developer,Done
748,Development task #748,Kindly work on development for project #49.,user_4,user_3,Development,2025-09-08,2025-09-17,118,210,Low,28.67,True,No,Developer,Done
749,Development task #749,Urgently work on development for project #4.,user_4,user_6,Development,2025-09-29,2025-10-04,317,395,Medium,60.83,True,Yes,Developer,Done
750,Bug Fixing task #750, work on bug fixing for project #46.,user_6,user_6,Bug Fixing,2025-09-16,2025-09-25,329,330,Low,18.9,True,No,QA Engineer,Done
751,Testing task #751,Kindly work on testing for project #30.,user_9,user_5,Testing,2025-09-20,2025-09-26,469,455,Low,26.15,True,No,QA Engineer,Done
752,Bug Fixing task #752,Urgently work on bug fixing for project #8.,user_2,user_7,Bug Fixing,2025-09-10,2025-09-12,115,127,Medium,49.72,True,Yes,Team Lead,Done
753,Development task #753,Urgently work on development for project #27.,user_3,user_8,Development,2025-09-28,2025-10-02,326,301,Medium,55.36,True,Yes,Team Lead,Done
754,Development task #754,Urgently work on development for project #13.,user_9,user_3,Development,2025-09-12,2025-09-19,287,262,High,85.8,True,Yes,QA Engineer,Done
755,Bug Fixing task #755, work on bug fixing for project #38.,user_1,user_4,Bug Fixing,2025-09-14,2025-09-24,235,288,Low,25.76,True,No,Developer,Done
756,Development task #756,Urgently work on development for project #11.,user_9,user_9,Development,2025-09-15,2025-09-20,350,353,High,100.0,True,Yes,QA Engineer,Done
