task_id,title,description,created_at,due_date,creator,assignee,priority,workload_hours,assignee_completed_tasks,assignee_avg_completion_days,status
510,Deploy microservice,Investigate new ML library for text embeddings and feasibility.,2025-10-08 22:41:20.272791,2025-10-25 22:41:20.272791,diana,bob,2,6,29,1.3,done
511,Plan sprint,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-09 22:41:20.272791,2025-10-27 22:41:20.272791,alice,alice,0,4,173,1.09,done
512,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-10 22:41:20.272791,2025-10-24 22:41:20.272791,diana,charlie,0,12,16,3.64,in_progress
513,Deploy microservice,Write unit tests for payment module to improve coverage.,2025-10-03 22:41:20.272791,2025-10-16 22:41:20.272791,charlie,alice,2,4,39,1.65,open
514,Design landing page,Update package.json dependencies and run compatibility tests.,2025-09-21 22:41:20.272791,2025-10-09 22:41:20.272791,diana,charlie,0,2,6,3.69,open
515,Plan sprint,Investigate new ML library for text embeddings and feasibility.,2025-08-21 22:41:20.272791,2025-09-07 22:41:20.272791,alice,diana,0,8,57,3.59,in_progress
516,Optimize DB queries,Respond to important client email about billing dispute.,2025-08-20 22:41:20.272791,2025-08-25 22:41:20.272791,diana,charlie,1,3,142,2.41,in_progress
517,Plan sprint,Update package.json dependencies and run compatibility tests.,2025-09-26 22:41:20.272791,2025-10-09 22:41:20.272791,bob,diana,0,6,147,2.67,in_progress
518,Research new lib,Investigate new ML library for text embeddings and feasibility.,2025-09-13 22:41:20.272791,2025-09-22 22:41:20.272791,charlie,charlie,0,12,185,2.29,open
519,Design landing page,Deploy new service to production cluster and monitor for errors.,2025-09-11 22:41:20.272791,2025-09-17 22:41:20.272791,alice,bob,1,6,107,4.04,done
520,Plan sprint,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-24 22:41:20.272791,2025-09-06 22:41:20.272791,alice,alice,0,12,42,2.62,done
521,Optimize DB queries,Create responsive landing page for product X using Figma mockups.,2025-08-18 22:41:20.272791,2025-08-27 22:41:20.272791,bob,charlie,0,1,160,0.67,in_progress
522,Optimize DB queries,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-24 22:41:20.272791,2025-10-11 22:41:20.272791,charlie,alice,0,12,49,3.38,in_progress
523,Fix login bug,Deploy new service to production cluster and monitor for errors.,2025-10-07 22:41:20.272791,2025-10-24 22:41:20.272791,charlie,bob,2,1,158,2.8,done
524,Deploy microservice,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-24 22:41:20.272791,2025-08-26 22:41:20.272791,charlie,bob,2,8,5,4.89,open
525,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-09-05 22:41:20.272791,2025-09-18 22:41:20.272791,diana,bob,0,6,8,3.82,open
526,Design landing page,Investigate new ML library for text embeddings and feasibility.,2025-09-01 22:41:20.272791,2025-09-19 22:41:20.272791,charlie,charlie,0,12,75,1.52,open
527,Write unit tests,Optimize slow queries causing high CPU usage on replica DB.,2025-09-19 22:41:20.272791,2025-09-20 22:41:20.272791,charlie,bob,2,4,134,0.98,open
528,Research new lib,Update package.json dependencies and run compatibility tests.,2025-09-04 22:41:20.272791,2025-09-08 22:41:20.272791,charlie,charlie,1,8,118,4.85,done
529,Write unit tests,Deploy new service to production cluster and monitor for errors.,2025-10-01 22:41:20.272791,2025-10-12 22:41:20.272791,diana,diana,0,6,12,2.67,in_progress
530,Design landing page,Optimize slow queries causing high CPU usage on replica DB.,2025-09-23 22:41:20.272791,2025-10-01 22:41:20.272791,bob,charlie,0,4,95,2.82,open
531,Update dependencies,Deploy new service to production cluster and monitor for errors.,2025-09-01 22:41:20.272791,2025-09-04 22:41:20.272791,diana,charlie,2,1,146,4.69,in_progress
532,Customer email reply,Respond to important client email about billing dispute.,2025-08-27 22:41:20.272791,2025-09-15 22:41:20.272791,charlie,bob,0,8,179,4.69,open
533,Write unit tests,Deploy new service to production cluster and monitor for errors.,2025-08-29 22:41:20.272791,2025-09-06 22:41:20.272791,charlie,bob,0,2,56,4.26,done
534,Customer email reply,Gather sales data and prepare report for stakeholders by Friday.,2025-10-02 22:41:20.272791,2025-10-06 22:41:20.272791,alice,alice,1,8,174,2.72,open
535,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-07 22:41:20.272791,2025-10-23 22:41:20.272791,charlie,charlie,0,4,152,4.41,in_progress
536,Prepare monthly report,Investigate new ML library for text embeddings and feasibility.,2025-08-31 22:41:20.272791,2025-09-13 22:41:20.272791,bob,bob,0,1,139,4.1,in_progress
537,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-15 22:41:20.272791,2025-09-27 22:41:20.272791,diana,bob,0,4,35,3.64,in_progress
538,Customer email reply,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-14 22:41:20.272791,2025-08-21 22:41:20.272791,diana,alice,1,3,97,3.26,in_progress
539,Prepare monthly report,Investigate new ML library for text embeddings and feasibility.,2025-08-30 22:41:20.272791,2025-09-07 22:41:20.272791,charlie,diana,0,6,92,2.15,in_progress
540,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-09-09 22:41:20.272791,2025-09-21 22:41:20.272791,charlie,diana,0,3,120,1.31,open
541,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-10-05 22:41:20.272791,2025-10-09 22:41:20.272791,charlie,bob,1,6,115,4.35,open
542,Prepare monthly report,Gather sales data and prepare report for stakeholders by Friday.,2025-09-13 22:41:20.272791,2025-09-14 22:41:20.272791,bob,diana,2,4,39,4.98,done
543,Research new lib,Investigate new ML library for text embeddings and feasibility.,2025-09-29 22:41:20.272791,2025-10-10 22:41:20.272791,diana,charlie,0,3,148,4.36,open
544,Optimize DB queries,Create responsive landing page for product X using Figma mockups.,2025-09-27 22:41:20.272791,2025-10-03 22:41:20.272791,alice,bob,1,12,70,2.64,done
545,Design landing page,Write unit tests for payment module to improve coverage.,2025-09-30 22:41:20.272791,2025-10-11 22:41:20.272791,charlie,charlie,0,3,148,3.01,in_progress
546,Customer email reply,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-09 22:41:20.272791,2025-09-13 22:41:20.272791,charlie,bob,1,6,152,3.42,done
547,Prepare monthly report,Update package.json dependencies and run compatibility tests.,2025-09-05 22:41:20.272791,2025-09-16 22:41:20.272791,diana,diana,0,1,102,3.26,in_progress
548,Prepare monthly report,Gather sales data and prepare report for stakeholders by Friday.,2025-09-23 22:41:20.272791,2025-10-04 22:41:20.272791,diana,diana,0,12,23,0.86,in_progress
549,Deploy microservice,Respond to important client email about billing dispute.,2025-09-03 22:41:20.272791,2025-09-13 22:41:20.272791,charlie,diana,2,3,118,4.01,in_progress
550,Plan sprint,Investigate new ML library for text embeddings and feasibility.,2025-09-11 22:41:20.272791,2025-09-25 22:41:20.272791,bob,bob,0,12,10,1.06,open
551,Update dependencies,Create responsive landing page for product X using Figma mockups.,2025-08-27 22:41:20.272791,2025-09-02 22:41:20.272791,diana,alice,1,1,21,4.72,in_progress
552,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-15 22:41:20.272791,2025-08-28 22:41:20.272791,alice,alice,0,3,163,1.2,done
553,Optimize DB queries,Update package.json dependencies and run compatibility tests.,2025-08-28 22:41:20.272791,2025-09-05 22:41:20.272791,charlie,diana,0,8,37,1.09,open
554,Fix login bug,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-25 22:41:20.272791,2025-10-07 22:41:20.272791,charlie,diana,2,4,143,4.71,done
555,Write unit tests,Gather sales data and prepare report for stakeholders by Friday.,2025-10-13 22:41:20.272791,2025-10-31 22:41:20.272791,bob,diana,0,8,196,3.36,done
556,Optimize DB queries,Investigate new ML library for text embeddings and feasibility.,2025-09-23 22:41:20.272791,2025-10-11 22:41:20.272791,charlie,charlie,0,4,143,1.52,open
557,Write unit tests,Update package.json dependencies and run compatibility tests.,2025-09-06 22:41:20.272791,2025-09-20 22:41:20.272791,charlie,bob,0,3,7,0.5,open
558,Customer email reply,Update package.json dependencies and run compatibility tests.,2025-09-13 22:41:20.272791,2025-10-01 22:41:20.272791,alice,diana,0,12,127,1.85,in_progress
559,Update dependencies,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-28 22:41:20.272791,2025-08-29 22:41:20.272791,charlie,bob,2,4,148,2.47,open
560,Prepare monthly report,Optimize slow queries causing high CPU usage on replica DB.,2025-10-06 22:41:20.272791,2025-10-19 22:41:20.272791,bob,charlie,0,1,113,3.31,done
561,Plan sprint,Update package.json dependencies and run compatibility tests.,2025-09-01 22:41:20.272791,2025-09-19 22:41:20.272791,charlie,diana,0,2,22,1.32,in_progress
562,Design landing page,Write unit tests for payment module to improve coverage.,2025-09-22 22:41:20.272791,2025-10-07 22:41:20.272791,charlie,diana,0,2,87,0.59,open
563,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-25 22:41:20.272791,2025-08-29 22:41:20.272791,charlie,charlie,1,2,188,2.47,open
564,Deploy microservice,Create responsive landing page for product X using Figma mockups.,2025-08-23 22:41:20.272791,2025-08-24 22:41:20.272791,diana,bob,2,3,112,1.9,in_progress
565,Customer email reply,Write unit tests for payment module to improve coverage.,2025-09-27 22:41:20.272791,2025-09-29 22:41:20.272791,charlie,alice,2,12,197,4.78,open
566,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-08-18 22:41:20.272791,2025-09-05 22:41:20.272791,diana,bob,0,2,69,4.18,open
567,Design landing page,Deploy new service to production cluster and monitor for errors.,2025-09-07 22:41:20.272791,2025-09-22 22:41:20.272791,bob,alice,0,2,122,3.81,open
568,Research new lib,Deploy new service to production cluster and monitor for errors.,2025-09-13 22:41:20.272791,2025-09-26 22:41:20.272791,charlie,charlie,0,2,166,3.78,done
569,Research new lib,Investigate new ML library for text embeddings and feasibility.,2025-08-21 22:41:20.272791,2025-08-30 22:41:20.272791,diana,charlie,0,2,97,4.49,done
570,Deploy microservice,Create responsive landing page for product X using Figma mockups.,2025-08-29 22:41:20.272791,2025-09-12 22:41:20.272791,charlie,alice,2,2,75,3.13,in_progress
571,Deploy microservice,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-16 22:41:20.272791,2025-09-04 22:41:20.272791,diana,bob,2,3,27,1.62,in_progress
572,Design landing page,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-04 22:41:20.272791,2025-09-06 22:41:20.272791,alice,charlie,2,8,44,3.66,open
573,Prepare monthly report,Write unit tests for payment module to improve coverage.,2025-08-28 22:41:20.272791,2025-09-08 22:41:20.272791,charlie,diana,0,8,54,0.6,in_progress
574,Customer email reply,Gather sales data and prepare report for stakeholders by Friday.,2025-08-30 22:41:20.272791,2025-09-01 22:41:20.272791,diana,diana,2,6,80,2.94,in_progress
575,Deploy microservice,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-25 22:41:20.272791,2025-09-12 22:41:20.272791,charlie,charlie,2,8,124,1.74,done
576,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-08-18 22:41:20.272791,2025-09-04 22:41:20.272791,bob,diana,0,3,72,2.94,in_progress
577,Fix login bug,Investigate new ML library for text embeddings and feasibility.,2025-09-07 22:41:20.272791,2025-09-13 22:41:20.272791,alice,charlie,2,12,163,1.57,done
578,Design landing page,Investigate new ML library for text embeddings and feasibility.,2025-10-05 22:41:20.272791,2025-10-18 22:41:20.272791,bob,diana,0,12,146,1.19,in_progress
579,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-09-24 22:41:20.272791,2025-10-05 22:41:20.272791,alice,alice,0,6,173,0.8,open
580,Prepare monthly report,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-26 22:41:20.272791,2025-08-30 22:41:20.272791,diana,bob,1,1,13,3.07,in_progress
581,Write unit tests,Investigate new ML library for text embeddings and feasibility.,2025-09-22 22:41:20.272791,2025-10-11 22:41:20.272791,charlie,alice,0,3,61,3.23,open
582,Fix login bug,Deploy new service to production cluster and monitor for errors.,2025-09-24 22:41:20.272791,2025-10-10 22:41:20.272791,alice,diana,2,12,168,0.77,done
583,Optimize DB queries,Respond to important client email about billing dispute.,2025-10-03 22:41:20.272791,2025-10-05 22:41:20.272791,charlie,alice,2,8,23,4.26,open
584,Deploy microservice,Investigate new ML library for text embeddings and feasibility.,2025-08-20 22:41:20.272791,2025-08-24 22:41:20.272791,bob,diana,2,2,54,2.87,open
585,Plan sprint,Gather sales data and prepare report for stakeholders by Friday.,2025-09-18 22:41:20.272791,2025-10-06 22:41:20.272791,diana,alice,0,12,168,3.09,done
586,Write unit tests,Optimize slow queries causing high CPU usage on replica DB.,2025-10-09 22:41:20.272791,2025-10-13 22:41:20.272791,bob,bob,1,6,107,2.77,done
587,Prepare monthly report,Investigate new ML library for text embeddings and feasibility.,2025-09-21 22:41:20.272791,2025-10-06 22:41:20.272791,charlie,charlie,0,6,88,4.3,in_progress
588,Optimize DB queries,Respond to important client email about billing dispute.,2025-09-21 22:41:20.272791,2025-09-29 22:41:20.272791,bob,diana,0,12,145,4.67,in_progress
589,Customer email reply,Write unit tests for payment module to improve coverage.,2025-09-11 22:41:20.272791,2025-09-24 22:41:20.272791,alice,alice,0,3,157,0.57,open
590,Update dependencies,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-02 22:41:20.272791,2025-09-10 22:41:20.272791,bob,charlie,0,1,181,4.2,done
591,Research new lib,Investigate new ML library for text embeddings and feasibility.,2025-09-19 22:41:20.272791,2025-10-08 22:41:20.272791,bob,alice,0,1,122,2.1,open
592,Update dependencies,Respond to important client email about billing dispute.,2025-10-09 22:41:20.272791,2025-10-28 22:41:20.272791,bob,bob,0,3,81,0.91,in_progress
593,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-09-29 22:41:20.272791,2025-10-02 22:41:20.272791,charlie,diana,2,2,129,4.22,done
594,Plan sprint,Create responsive landing page for product X using Figma mockups.,2025-09-21 22:41:20.272791,2025-10-01 22:41:20.272791,alice,diana,0,1,19,4.65,in_progress
595,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-09-09 22:41:20.272791,2025-09-13 22:41:20.272791,bob,alice,1,8,166,2.22,in_progress
596,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-03 22:41:20.272791,2025-09-21 22:41:20.272791,bob,charlie,0,6,183,1.49,open
597,Optimize DB queries,Write unit tests for payment module to improve coverage.,2025-10-01 22:41:20.272791,2025-10-21 22:41:20.272791,alice,bob,0,4,79,4.04,open
598,Prepare monthly report,Respond to important client email about billing dispute.,2025-08-19 22:41:20.272791,2025-09-04 22:41:20.272791,alice,diana,0,3,26,2.29,in_progress
599,Prepare monthly report,Gather sales data and prepare report for stakeholders by Friday.,2025-09-13 22:41:20.272791,2025-10-01 22:41:20.272791,bob,diana,0,4,171,3.07,done
600,Plan sprint,Investigate new ML library for text embeddings and feasibility.,2025-08-29 22:41:20.272791,2025-09-06 22:41:20.272791,alice,charlie,0,12,115,1.96,done
601,Design landing page,Create responsive landing page for product X using Figma mockups.,2025-09-25 22:41:20.272791,2025-10-09 22:41:20.272791,diana,charlie,0,3,53,1.94,done
602,Fix login bug,Update package.json dependencies and run compatibility tests.,2025-08-24 22:41:20.272791,2025-09-05 22:41:20.272791,diana,bob,2,4,16,4.66,open
603,Deploy microservice,Respond to important client email about billing dispute.,2025-08-23 22:41:20.272791,2025-08-26 22:41:20.272791,alice,alice,2,2,163,4.67,in_progress
604,Fix login bug,Respond to important client email about billing dispute.,2025-09-27 22:41:20.272791,2025-10-01 22:41:20.272791,charlie,diana,2,4,10,1.99,done
605,Research new lib,Deploy new service to production cluster and monitor for errors.,2025-08-27 22:41:20.272791,2025-09-14 22:41:20.272791,charlie,diana,0,6,191,4.97,done
606,Fix login bug,Optimize slow queries causing high CPU usage on replica DB.,2025-09-20 22:41:20.272791,2025-10-07 22:41:20.272791,alice,charlie,2,2,20,1.78,done
607,Plan sprint,Update package.json dependencies and run compatibility tests.,2025-08-17 22:41:20.272791,2025-09-01 22:41:20.272791,alice,alice,0,4,174,1.72,done
608,Customer email reply,Create responsive landing page for product X using Figma mockups.,2025-08-15 22:41:20.272791,2025-08-25 22:41:20.272791,diana,bob,0,4,135,4.89,open
609,Customer email reply,Write unit tests for payment module to improve coverage.,2025-10-08 22:41:20.272791,2025-10-28 22:41:20.272791,alice,bob,0,2,133,4.85,done
610,Fix login bug,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-29 22:41:20.272791,2025-09-15 22:41:20.272791,charlie,charlie,2,4,105,3.85,open
611,Customer email reply,Respond to important client email about billing dispute.,2025-09-05 22:41:20.272791,2025-09-15 22:41:20.272791,bob,charlie,0,12,20,3.32,in_progress
612,Fix login bug,Investigate new ML library for text embeddings and feasibility.,2025-10-13 22:41:20.272791,2025-10-22 22:41:20.272791,bob,bob,2,3,105,3.46,open
613,Optimize DB queries,Investigate new ML library for text embeddings and feasibility.,2025-09-26 22:41:20.272791,2025-10-16 22:41:20.272791,bob,diana,0,2,151,1.19,in_progress
614,Plan sprint,Respond to important client email about billing dispute.,2025-09-11 22:41:20.272791,2025-09-29 22:41:20.272791,bob,bob,0,8,40,3.11,done
615,Deploy microservice,Gather sales data and prepare report for stakeholders by Friday.,2025-09-02 22:41:20.272791,2025-09-19 22:41:20.272791,bob,diana,2,12,42,3.45,done
616,Prepare monthly report,Respond to important client email about billing dispute.,2025-08-18 22:41:20.272791,2025-09-05 22:41:20.272791,alice,bob,0,3,42,3.77,in_progress
617,Optimize DB queries,Optimize slow queries causing high CPU usage on replica DB.,2025-09-02 22:41:20.272791,2025-09-17 22:41:20.272791,charlie,bob,0,12,53,0.98,open
618,Fix login bug,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-22 22:41:20.272791,2025-10-01 22:41:20.272791,bob,bob,2,2,180,0.62,open
619,Write unit tests,Gather sales data and prepare report for stakeholders by Friday.,2025-09-15 22:41:20.272791,2025-10-05 22:41:20.272791,diana,charlie,0,2,104,2.71,open
620,Prepare monthly report,Deploy new service to production cluster and monitor for errors.,2025-08-28 22:41:20.272791,2025-08-30 22:41:20.272791,diana,alice,2,3,110,1.5,done
621,Deploy microservice,Deploy new service to production cluster and monitor for errors.,2025-08-18 22:41:20.272791,2025-08-24 22:41:20.272791,diana,diana,2,8,88,4.4,open
622,Optimize DB queries,Optimize slow queries causing high CPU usage on replica DB.,2025-10-02 22:41:20.272791,2025-10-04 22:41:20.272791,diana,charlie,2,4,161,4.73,done
623,Plan sprint,Investigate new ML library for text embeddings and feasibility.,2025-09-16 22:41:20.272791,2025-09-18 22:41:20.272791,alice,diana,2,4,15,4.45,open
624,Research new lib,Investigate new ML library for text embeddings and feasibility.,2025-09-08 22:41:20.272791,2025-09-10 22:41:20.272791,diana,alice,2,2,79,2.48,in_progress
625,Update dependencies,Write unit tests for payment module to improve coverage.,2025-08-24 22:41:20.272791,2025-09-07 22:41:20.272791,charlie,alice,0,8,137,4.57,in_progress
626,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-09-29 22:41:20.272791,2025-10-16 22:41:20.272791,alice,bob,0,12,154,4.72,done
627,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-09-08 22:41:20.272791,2025-09-22 22:41:20.272791,charlie,diana,0,1,50,2.54,done
628,Deploy microservice,Write unit tests for payment module to improve coverage.,2025-08-19 22:41:20.272791,2025-08-28 22:41:20.272791,charlie,bob,2,8,192,1.06,open
629,Write unit tests,Respond to important client email about billing dispute.,2025-08-19 22:41:20.272791,2025-09-05 22:41:20.272791,diana,bob,0,4,145,2.21,open
630,Customer email reply,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-08 22:41:20.272791,2025-10-13 22:41:20.272791,bob,bob,1,2,187,0.73,in_progress
631,Update dependencies,Write unit tests for payment module to improve coverage.,2025-09-01 22:41:20.272791,2025-09-07 22:41:20.272791,alice,bob,1,2,5,3.3,in_progress
632,Fix login bug,Write unit tests for payment module to improve coverage.,2025-09-14 22:41:20.272791,2025-09-30 22:41:20.272791,alice,diana,2,2,60,3.15,in_progress
633,Write unit tests,Optimize slow queries causing high CPU usage on replica DB.,2025-09-11 22:41:20.272791,2025-09-14 22:41:20.272791,alice,bob,2,6,76,3.29,done
634,Deploy microservice,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-25 22:41:20.272791,2025-08-30 22:41:20.272791,alice,charlie,2,1,42,4.34,done
635,Plan sprint,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-02 22:41:20.272791,2025-09-13 22:41:20.272791,alice,alice,0,1,111,4.97,open
636,Update dependencies,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-25 22:41:20.272791,2025-10-15 22:41:20.272791,bob,diana,0,8,153,2.12,open
637,Design landing page,Update package.json dependencies and run compatibility tests.,2025-09-03 22:41:20.272791,2025-09-15 22:41:20.272791,diana,alice,0,12,114,4.29,open
638,Update dependencies,Write unit tests for payment module to improve coverage.,2025-08-22 22:41:20.272791,2025-08-26 22:41:20.272791,charlie,charlie,1,6,110,2.86,done
639,Deploy microservice,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-17 22:41:20.272791,2025-08-21 22:41:20.272791,alice,diana,2,8,181,3.22,done
640,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-09-21 22:41:20.272791,2025-10-02 22:41:20.272791,charlie,charlie,0,2,162,3.03,done
641,Write unit tests,Write unit tests for payment module to improve coverage.,2025-10-04 22:41:20.272791,2025-10-10 22:41:20.272791,bob,charlie,1,2,5,1.03,in_progress
642,Design landing page,Deploy new service to production cluster and monitor for errors.,2025-10-04 22:41:20.272791,2025-10-24 22:41:20.272791,diana,diana,0,1,90,2.07,done
643,Deploy microservice,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-23 22:41:20.272791,2025-09-30 22:41:20.272791,charlie,charlie,2,12,22,1.88,done
644,Research new lib,Respond to important client email about billing dispute.,2025-10-02 22:41:20.272791,2025-10-03 22:41:20.272791,alice,charlie,2,3,106,3.76,done
645,Fix login bug,Gather sales data and prepare report for stakeholders by Friday.,2025-08-26 22:41:20.272791,2025-09-06 22:41:20.272791,charlie,diana,2,4,14,3.41,in_progress
646,Prepare monthly report,Write unit tests for payment module to improve coverage.,2025-10-10 22:41:20.272791,2025-10-28 22:41:20.272791,charlie,diana,0,12,110,4.68,open
647,Research new lib,Update package.json dependencies and run compatibility tests.,2025-09-19 22:41:20.272791,2025-09-30 22:41:20.272791,alice,bob,0,6,180,1.99,in_progress
648,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-08-31 22:41:20.272791,2025-09-01 22:41:20.272791,charlie,diana,2,8,141,4.29,done
649,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-08-25 22:41:20.272791,2025-09-14 22:41:20.272791,alice,charlie,0,8,85,3.69,in_progress
650,Optimize DB queries,Create responsive landing page for product X using Figma mockups.,2025-09-14 22:41:20.272791,2025-09-22 22:41:20.272791,charlie,diana,0,12,82,1.47,in_progress
651,Prepare monthly report,Create responsive landing page for product X using Figma mockups.,2025-09-06 22:41:20.272791,2025-09-08 22:41:20.272791,bob,alice,2,4,134,0.61,in_progress
652,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-08-26 22:41:20.272791,2025-09-06 22:41:20.272791,diana,charlie,0,12,88,1.14,open
653,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-08-27 22:41:20.272791,2025-08-29 22:41:20.272791,diana,diana,2,8,138,1.02,in_progress
654,Fix login bug,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-08 22:41:20.272791,2025-10-11 22:41:20.272791,charlie,diana,2,1,31,2.84,done
655,Update dependencies,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-19 22:41:20.272791,2025-09-29 22:41:20.272791,bob,charlie,0,2,54,1.79,done
656,Customer email reply,Write unit tests for payment module to improve coverage.,2025-09-25 22:41:20.272791,2025-09-29 22:41:20.272791,charlie,bob,1,2,75,1.02,done
657,Research new lib,Investigate new ML library for text embeddings and feasibility.,2025-08-20 22:41:20.272791,2025-08-27 22:41:20.272791,charlie,charlie,1,3,41,4.74,in_progress
658,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-08-24 22:41:20.272791,2025-08-27 22:41:20.272791,charlie,charlie,2,6,118,0.73,open
659,Write unit tests,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-20 22:41:20.272791,2025-09-02 22:41:20.272791,alice,alice,0,4,105,1.31,done
660,Plan sprint,Write unit tests for payment module to improve coverage.,2025-09-22 22:41:20.272791,2025-10-04 22:41:20.272791,charlie,charlie,0,12,55,3.71,done
661,Research new lib,Create responsive landing page for product X using Figma mockups.,2025-10-12 22:41:20.272791,2025-10-27 22:41:20.272791,bob,alice,0,12,183,2.61,in_progress
662,Update dependencies,Write unit tests for payment module to improve coverage.,2025-09-13 22:41:20.272791,2025-09-21 22:41:20.272791,bob,bob,0,12,162,1.66,in_progress
663,Optimize DB queries,Gather sales data and prepare report for stakeholders by Friday.,2025-09-27 22:41:20.272791,2025-10-08 22:41:20.272791,charlie,diana,0,4,12,0.79,open
664,Customer email reply,Write unit tests for payment module to improve coverage.,2025-09-12 22:41:20.272791,2025-09-18 22:41:20.272791,charlie,charlie,1,6,152,1.07,open
665,Optimize DB queries,Create responsive landing page for product X using Figma mockups.,2025-09-03 22:41:20.272791,2025-09-21 22:41:20.272791,alice,charlie,0,6,123,2.3,in_progress
666,Deploy microservice,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-29 22:41:20.272791,2025-09-16 22:41:20.272791,bob,diana,2,4,21,2.03,done
667,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-10-03 22:41:20.272791,2025-10-17 22:41:20.272791,charlie,bob,0,2,174,3.51,done
668,Plan sprint,Write unit tests for payment module to improve coverage.,2025-08-21 22:41:20.272791,2025-09-09 22:41:20.272791,diana,charlie,0,6,29,4.2,open
669,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-08-18 22:41:20.272791,2025-09-07 22:41:20.272791,alice,diana,0,3,131,3.4,open
670,Design landing page,Deploy new service to production cluster and monitor for errors.,2025-10-05 22:41:20.272791,2025-10-10 22:41:20.272791,alice,bob,1,8,43,2.54,in_progress
671,Optimize DB queries,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-19 22:41:20.272791,2025-10-04 22:41:20.272791,bob,bob,0,8,86,1.85,done
672,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-09-28 22:41:20.272791,2025-10-10 22:41:20.272791,alice,alice,0,6,135,2.32,open
673,Update dependencies,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-06 22:41:20.272791,2025-09-24 22:41:20.272791,alice,alice,0,8,148,4.19,in_progress
674,Design landing page,Update package.json dependencies and run compatibility tests.,2025-10-08 22:41:20.272791,2025-10-09 22:41:20.272791,bob,diana,2,8,156,2.27,in_progress
675,Optimize DB queries,Optimize slow queries causing high CPU usage on replica DB.,2025-09-07 22:41:20.272791,2025-09-21 22:41:20.272791,bob,bob,0,4,40,1.35,in_progress
676,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-08-23 22:41:20.272791,2025-09-02 22:41:20.272791,bob,bob,0,1,23,3.42,open
677,Write unit tests,Optimize slow queries causing high CPU usage on replica DB.,2025-08-22 22:41:20.272791,2025-08-25 22:41:20.272791,bob,diana,2,12,121,4.52,done
678,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-09-22 22:41:20.272791,2025-09-28 22:41:20.272791,diana,diana,1,6,120,2.23,open
679,Prepare monthly report,Optimize slow queries causing high CPU usage on replica DB.,2025-09-21 22:41:20.272791,2025-09-22 22:41:20.272791,diana,bob,2,8,133,1.71,done
