task_id,title,description,created_at,due_date,creator,assignee,priority,workload_hours,assignee_completed_tasks,assignee_avg_completion_days,status,days_to_due,is_overdue,text_raw,tokens,stems,lemmas
741,Customer email reply,Gather sales data and prepare report for stakeholders by Friday.,2025-09-24 22:25:59.627850,2025-10-12 22:25:59.627850,alice,bob,0,2,90,1.57,open,18,1,Customer email reply. Gather sales data and prepare report for stakeholders by Friday.,"['customer', 'email', 'reply', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",custom email repli gather sale data prepar report stakehold friday,customer email reply gather sale data prepare report stakeholder friday
742,Write unit tests,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-08 22:25:59.627850,2025-10-15 22:25:59.627850,bob,charlie,1,3,73,2.77,in_progress,7,0,Write unit tests. Plan sprint items and assign tasks to frontend/backend teams.,"['write', 'unit', 'tests', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",write unit test plan sprint item assign task frontend backend team,write unit test plan sprint item assign task frontend backend team
743,Update dependencies,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-18 22:25:59.627850,2025-08-30 22:25:59.627850,charlie,diana,0,4,133,2.87,open,12,1,Update dependencies. User cannot login with social auth. Error 500 observed on POST /auth.,"['update', 'dependencies', 'user', 'login', 'social', 'auth', 'error', '500', 'observed', 'post', 'auth']",updat depend user login social auth error 500 observ post auth,update dependency user login social auth error 500 observed post auth
744,Write unit tests,Investigate new ML library for text embeddings and feasibility.,2025-09-26 22:25:59.627850,2025-10-14 22:25:59.627850,charlie,diana,0,6,99,4.1,done,18,0,Write unit tests. Investigate new ML library for text embeddings and feasibility.,"['write', 'unit', 'tests', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",write unit test investig new ml librari text embed feasibl,write unit test investigate new ml library text embeddings feasibility
745,Design landing page,Deploy new service to production cluster and monitor for errors.,2025-10-10 22:25:59.627850,2025-10-25 22:25:59.627850,alice,alice,0,4,50,1.8,open,15,0,Design landing page. Deploy new service to production cluster and monitor for errors.,"['design', 'landing', 'page', 'deploy', 'new', 'service', 'production', 'cluster', 'monitor', 'errors']",design land page deploy new servic product cluster monitor error,design landing page deploy new service production cluster monitor error
746,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-08-31 22:25:59.627850,2025-09-04 22:25:59.627850,bob,diana,1,2,57,2.84,done,4,0,Design landing page. Gather sales data and prepare report for stakeholders by Friday.,"['design', 'landing', 'page', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",design land page gather sale data prepar report stakehold friday,design landing page gather sale data prepare report stakeholder friday
747,Fix login bug,Update package.json dependencies and run compatibility tests.,2025-09-09 22:25:59.627850,2025-09-27 22:25:59.627850,bob,diana,2,3,112,2.5,done,18,0,Fix login bug. Update package.json dependencies and run compatibility tests.,"['fix', 'login', 'bug', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",fix login bug updat packag json depend run compat test,fix login bug update package json dependency run compatibility test
748,Fix login bug,Update package.json dependencies and run compatibility tests.,2025-08-26 22:25:59.627850,2025-08-29 22:25:59.627850,alice,bob,2,12,138,3.4,in_progress,3,1,Fix login bug. Update package.json dependencies and run compatibility tests.,"['fix', 'login', 'bug', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",fix login bug updat packag json depend run compat test,fix login bug update package json dependency run compatibility test
749,Plan sprint,Respond to important client email about billing dispute.,2025-09-24 22:25:59.627850,2025-10-05 22:25:59.627850,diana,diana,0,4,82,3.05,in_progress,11,1,Plan sprint. Respond to important client email about billing dispute.,"['plan', 'sprint', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",plan sprint respond import client email bill disput,plan sprint respond important client email billing dispute
750,Prepare monthly report,Update package.json dependencies and run compatibility tests.,2025-08-28 22:25:59.627850,2025-09-13 22:25:59.627850,charlie,charlie,0,12,17,1.17,in_progress,16,1,Prepare monthly report. Update package.json dependencies and run compatibility tests.,"['prepare', 'monthly', 'report', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",prepar monthli report updat packag json depend run compat test,prepare monthly report update package json dependency run compatibility test
751,Write unit tests,Gather sales data and prepare report for stakeholders by Friday.,2025-09-22 22:25:59.627850,2025-09-28 22:25:59.627850,charlie,bob,1,2,186,3.62,done,6,0,Write unit tests. Gather sales data and prepare report for stakeholders by Friday.,"['write', 'unit', 'tests', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",write unit test gather sale data prepar report stakehold friday,write unit test gather sale data prepare report stakeholder friday
752,Prepare monthly report,Gather sales data and prepare report for stakeholders by Friday.,2025-08-29 22:25:59.627850,2025-09-02 22:25:59.627850,alice,charlie,1,6,37,2.48,in_progress,4,1,Prepare monthly report. Gather sales data and prepare report for stakeholders by Friday.,"['prepare', 'monthly', 'report', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",prepar monthli report gather sale data prepar report stakehold friday,prepare monthly report gather sale data prepare report stakeholder friday
753,Prepare monthly report,Deploy new service to production cluster and monitor for errors.,2025-09-18 22:25:59.627850,2025-09-20 22:25:59.627850,charlie,charlie,2,2,100,2.52,open,2,1,Prepare monthly report. Deploy new service to production cluster and monitor for errors.,"['prepare', 'monthly', 'report', 'deploy', 'new', 'service', 'production', 'cluster', 'monitor', 'errors']",prepar monthli report deploy new servic product cluster monitor error,prepare monthly report deploy new service production cluster monitor error
754,Research new lib,Update package.json dependencies and run compatibility tests.,2025-08-21 22:25:59.627850,2025-08-22 22:25:59.627850,diana,diana,2,12,42,4.77,in_progress,1,1,Research new lib. Update package.json dependencies and run compatibility tests.,"['research', 'new', 'lib', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",research new lib updat packag json depend run compat test,research new lib update package json dependency run compatibility test
755,Prepare monthly report,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-30 22:25:59.627850,2025-10-18 22:25:59.627850,charlie,charlie,0,4,79,4.86,done,18,0,Prepare monthly report. User cannot login with social auth. Error 500 observed on POST /auth.,"['prepare', 'monthly', 'report', 'user', 'login', 'social', 'auth', 'error', '500', 'observed', 'post', 'auth']",prepar monthli report user login social auth error 500 observ post auth,prepare monthly report user login social auth error 500 observed post auth
756,Prepare monthly report,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-29 22:25:59.627850,2025-10-14 22:25:59.627850,charlie,alice,0,8,127,4.55,open,15,0,Prepare monthly report. Plan sprint items and assign tasks to frontend/backend teams.,"['prepare', 'monthly', 'report', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",prepar monthli report plan sprint item assign task frontend backend team,prepare monthly report plan sprint item assign task frontend backend team
757,Research new lib,Create responsive landing page for product X using Figma mockups.,2025-09-02 22:25:59.627850,2025-09-03 22:25:59.627850,diana,bob,2,4,96,0.92,open,1,1,Research new lib. Create responsive landing page for product X using Figma mockups.,"['research', 'new', 'lib', 'create', 'responsive', 'landing', 'page', 'product', 'using', 'figma', 'mockups']",research new lib creat respons land page product use figma mockup,research new lib create responsive landing page product using figma mockups
758,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-09-20 22:25:59.627850,2025-10-07 22:25:59.627850,bob,charlie,0,2,10,0.88,in_progress,17,1,Plan sprint. Deploy new service to production cluster and monitor for errors.,"['plan', 'sprint', 'deploy', 'new', 'service', 'production', 'cluster', 'monitor', 'errors']",plan sprint deploy new servic product cluster monitor error,plan sprint deploy new service production cluster monitor error
759,Design landing page,Investigate new ML library for text embeddings and feasibility.,2025-09-08 22:25:59.627850,2025-09-15 22:25:59.627850,diana,charlie,1,6,159,2.8,open,7,1,Design landing page. Investigate new ML library for text embeddings and feasibility.,"['design', 'landing', 'page', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",design land page investig new ml librari text embed feasibl,design landing page investigate new ml library text embeddings feasibility
760,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-08-23 22:25:59.627850,2025-09-06 22:25:59.627850,charlie,diana,0,3,8,1.78,in_progress,14,1,Customer email reply. Optimize slow queries causing high CPU usage on replica DB.,"['customer', 'email', 'reply', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",custom email repli optim slow queri caus high cpu usag replica db,customer email reply optimize slow query causing high cpu usage replica db
761,Update dependencies,Write unit tests for payment module to improve coverage.,2025-10-08 22:25:59.627850,2025-10-26 22:25:59.627850,alice,bob,0,8,118,3.84,in_progress,18,0,Update dependencies. Write unit tests for payment module to improve coverage.,"['update', 'dependencies', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",updat depend write unit test payment modul improv coverag,update dependency write unit test payment module improve coverage
762,Write unit tests,Update package.json dependencies and run compatibility tests.,2025-08-24 22:25:59.627850,2025-09-07 22:25:59.627850,diana,bob,0,12,155,3.19,open,14,1,Write unit tests. Update package.json dependencies and run compatibility tests.,"['write', 'unit', 'tests', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",write unit test updat packag json depend run compat test,write unit test update package json dependency run compatibility test
763,Deploy microservice,Update package.json dependencies and run compatibility tests.,2025-09-13 22:25:59.627850,2025-09-30 22:25:59.627850,charlie,alice,2,6,198,2.19,open,17,1,Deploy microservice. Update package.json dependencies and run compatibility tests.,"['deploy', 'microservice', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",deploy microservic updat packag json depend run compat test,deploy microservice update package json dependency run compatibility test
764,Optimize DB queries,Update package.json dependencies and run compatibility tests.,2025-09-09 22:25:59.627850,2025-09-15 22:25:59.627850,diana,bob,1,2,52,4.25,in_progress,6,1,Optimize DB queries. Update package.json dependencies and run compatibility tests.,"['optimize', 'db', 'queries', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",optim db queri updat packag json depend run compat test,optimize db query update package json dependency run compatibility test
765,Research new lib,Write unit tests for payment module to improve coverage.,2025-08-16 22:25:59.627850,2025-08-26 22:25:59.627850,charlie,diana,0,6,194,2.59,open,10,1,Research new lib. Write unit tests for payment module to improve coverage.,"['research', 'new', 'lib', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",research new lib write unit test payment modul improv coverag,research new lib write unit test payment module improve coverage
766,Fix login bug,Gather sales data and prepare report for stakeholders by Friday.,2025-08-30 22:25:59.627850,2025-09-09 22:25:59.627850,diana,alice,2,8,175,4.52,in_progress,10,1,Fix login bug. Gather sales data and prepare report for stakeholders by Friday.,"['fix', 'login', 'bug', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",fix login bug gather sale data prepar report stakehold friday,fix login bug gather sale data prepare report stakeholder friday
767,Prepare monthly report,Write unit tests for payment module to improve coverage.,2025-10-11 22:25:59.627850,2025-10-19 22:25:59.627850,alice,alice,0,12,75,2.72,open,8,0,Prepare monthly report. Write unit tests for payment module to improve coverage.,"['prepare', 'monthly', 'report', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",prepar monthli report write unit test payment modul improv coverag,prepare monthly report write unit test payment module improve coverage
768,Plan sprint,Respond to important client email about billing dispute.,2025-09-20 22:25:59.627850,2025-10-06 22:25:59.627850,diana,charlie,0,8,180,2.64,done,16,0,Plan sprint. Respond to important client email about billing dispute.,"['plan', 'sprint', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",plan sprint respond import client email bill disput,plan sprint respond important client email billing dispute
769,Design landing page,Respond to important client email about billing dispute.,2025-09-15 22:25:59.627850,2025-10-04 22:25:59.627850,alice,charlie,0,2,153,0.76,in_progress,19,1,Design landing page. Respond to important client email about billing dispute.,"['design', 'landing', 'page', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",design land page respond import client email bill disput,design landing page respond important client email billing dispute
770,Write unit tests,Gather sales data and prepare report for stakeholders by Friday.,2025-09-05 22:25:59.627850,2025-09-11 22:25:59.627850,alice,charlie,1,3,112,3.36,in_progress,6,1,Write unit tests. Gather sales data and prepare report for stakeholders by Friday.,"['write', 'unit', 'tests', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",write unit test gather sale data prepar report stakehold friday,write unit test gather sale data prepare report stakeholder friday
771,Fix login bug,Update package.json dependencies and run compatibility tests.,2025-09-01 22:25:59.627850,2025-09-18 22:25:59.627850,alice,bob,2,12,165,1.32,open,17,1,Fix login bug. Update package.json dependencies and run compatibility tests.,"['fix', 'login', 'bug', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",fix login bug updat packag json depend run compat test,fix login bug update package json dependency run compatibility test
772,Plan sprint,Gather sales data and prepare report for stakeholders by Friday.,2025-09-17 22:25:59.627850,2025-09-28 22:25:59.627850,charlie,charlie,0,3,180,3.64,in_progress,11,1,Plan sprint. Gather sales data and prepare report for stakeholders by Friday.,"['plan', 'sprint', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",plan sprint gather sale data prepar report stakehold friday,plan sprint gather sale data prepare report stakeholder friday
773,Design landing page,Investigate new ML library for text embeddings and feasibility.,2025-09-20 22:25:59.627850,2025-10-02 22:25:59.627850,bob,alice,0,2,137,1.77,in_progress,12,1,Design landing page. Investigate new ML library for text embeddings and feasibility.,"['design', 'landing', 'page', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",design land page investig new ml librari text embed feasibl,design landing page investigate new ml library text embeddings feasibility
774,Optimize DB queries,Respond to important client email about billing dispute.,2025-10-11 22:25:59.627850,2025-10-17 22:25:59.627850,alice,bob,1,2,133,1.5,open,6,0,Optimize DB queries. Respond to important client email about billing dispute.,"['optimize', 'db', 'queries', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",optim db queri respond import client email bill disput,optimize db query respond important client email billing dispute
775,Research new lib,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-27 22:25:59.627850,2025-10-14 22:25:59.627850,alice,diana,0,4,24,1.02,open,17,0,Research new lib. Plan sprint items and assign tasks to frontend/backend teams.,"['research', 'new', 'lib', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",research new lib plan sprint item assign task frontend backend team,research new lib plan sprint item assign task frontend backend team
776,Fix login bug,Write unit tests for payment module to improve coverage.,2025-09-05 22:25:59.627850,2025-09-15 22:25:59.627850,charlie,bob,2,12,118,4.5,done,10,0,Fix login bug. Write unit tests for payment module to improve coverage.,"['fix', 'login', 'bug', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",fix login bug write unit test payment modul improv coverag,fix login bug write unit test payment module improve coverage
777,Research new lib,Respond to important client email about billing dispute.,2025-08-25 22:25:59.627850,2025-09-04 22:25:59.627850,alice,alice,0,2,37,4.36,open,10,1,Research new lib. Respond to important client email about billing dispute.,"['research', 'new', 'lib', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",research new lib respond import client email bill disput,research new lib respond important client email billing dispute
778,Deploy microservice,Update package.json dependencies and run compatibility tests.,2025-08-22 22:25:59.627850,2025-08-29 22:25:59.627850,bob,alice,2,4,181,3.93,open,7,1,Deploy microservice. Update package.json dependencies and run compatibility tests.,"['deploy', 'microservice', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",deploy microservic updat packag json depend run compat test,deploy microservice update package json dependency run compatibility test
779,Design landing page,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-02 22:25:59.627850,2025-10-18 22:25:59.627850,diana,alice,0,2,32,0.65,done,16,0,Design landing page. User cannot login with social auth. Error 500 observed on POST /auth.,"['design', 'landing', 'page', 'user', 'login', 'social', 'auth', 'error', '500', 'observed', 'post', 'auth']",design land page user login social auth error 500 observ post auth,design landing page user login social auth error 500 observed post auth
780,Research new lib,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-17 22:25:59.627850,2025-09-02 22:25:59.627850,alice,charlie,0,1,21,1.86,open,16,1,Research new lib. Plan sprint items and assign tasks to frontend/backend teams.,"['research', 'new', 'lib', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",research new lib plan sprint item assign task frontend backend team,research new lib plan sprint item assign task frontend backend team
781,Design landing page,Create responsive landing page for product X using Figma mockups.,2025-10-11 22:25:59.627850,2025-10-31 22:25:59.627850,bob,bob,0,2,176,2.08,open,20,0,Design landing page. Create responsive landing page for product X using Figma mockups.,"['design', 'landing', 'page', 'create', 'responsive', 'landing', 'page', 'product', 'using', 'figma', 'mockups']",design land page creat respons land page product use figma mockup,design landing page create responsive landing page product using figma mockups
782,Prepare monthly report,Update package.json dependencies and run compatibility tests.,2025-10-13 22:25:59.627850,2025-11-01 22:25:59.627850,charlie,charlie,0,2,133,4.01,done,19,0,Prepare monthly report. Update package.json dependencies and run compatibility tests.,"['prepare', 'monthly', 'report', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",prepar monthli report updat packag json depend run compat test,prepare monthly report update package json dependency run compatibility test
783,Deploy microservice,Investigate new ML library for text embeddings and feasibility.,2025-09-19 22:25:59.627850,2025-09-22 22:25:59.627850,alice,alice,2,6,60,3.72,in_progress,3,1,Deploy microservice. Investigate new ML library for text embeddings and feasibility.,"['deploy', 'microservice', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",deploy microservic investig new ml librari text embed feasibl,deploy microservice investigate new ml library text embeddings feasibility
784,Prepare monthly report,Investigate new ML library for text embeddings and feasibility.,2025-08-14 22:25:59.627850,2025-08-18 22:25:59.627850,bob,diana,1,3,183,3.15,in_progress,4,1,Prepare monthly report. Investigate new ML library for text embeddings and feasibility.,"['prepare', 'monthly', 'report', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",prepar monthli report investig new ml librari text embed feasibl,prepare monthly report investigate new ml library text embeddings feasibility
785,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-10-06 22:25:59.627850,2025-10-18 22:25:59.627850,diana,diana,0,2,136,1.52,open,12,0,Design landing page. Gather sales data and prepare report for stakeholders by Friday.,"['design', 'landing', 'page', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",design land page gather sale data prepar report stakehold friday,design landing page gather sale data prepare report stakeholder friday
786,Customer email reply,Create responsive landing page for product X using Figma mockups.,2025-09-12 22:25:59.627850,2025-09-16 22:25:59.627850,bob,diana,1,12,97,3.67,done,4,0,Customer email reply. Create responsive landing page for product X using Figma mockups.,"['customer', 'email', 'reply', 'create', 'responsive', 'landing', 'page', 'product', 'using', 'figma', 'mockups']",custom email repli creat respons land page product use figma mockup,customer email reply create responsive landing page product using figma mockups
787,Fix login bug,Create responsive landing page for product X using Figma mockups.,2025-09-03 22:25:59.627850,2025-09-19 22:25:59.627850,alice,diana,2,3,121,3.2,in_progress,16,1,Fix login bug. Create responsive landing page for product X using Figma mockups.,"['fix', 'login', 'bug', 'create', 'responsive', 'landing', 'page', 'product', 'using', 'figma', 'mockups']",fix login bug creat respons land page product use figma mockup,fix login bug create responsive landing page product using figma mockups
788,Write unit tests,Deploy new service to production cluster and monitor for errors.,2025-09-18 22:25:59.627850,2025-10-02 22:25:59.627850,charlie,diana,0,2,22,4.53,in_progress,14,1,Write unit tests. Deploy new service to production cluster and monitor for errors.,"['write', 'unit', 'tests', 'deploy', 'new', 'service', 'production', 'cluster', 'monitor', 'errors']",write unit test deploy new servic product cluster monitor error,write unit test deploy new service production cluster monitor error
789,Customer email reply,Gather sales data and prepare report for stakeholders by Friday.,2025-08-14 22:25:59.627850,2025-08-30 22:25:59.627850,alice,diana,0,4,138,3.46,open,16,1,Customer email reply. Gather sales data and prepare report for stakeholders by Friday.,"['customer', 'email', 'reply', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",custom email repli gather sale data prepar report stakehold friday,customer email reply gather sale data prepare report stakeholder friday
790,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-09-08 22:25:59.627850,2025-09-21 22:25:59.627850,alice,bob,0,1,98,4.89,in_progress,13,1,Design landing page. Gather sales data and prepare report for stakeholders by Friday.,"['design', 'landing', 'page', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",design land page gather sale data prepar report stakehold friday,design landing page gather sale data prepare report stakeholder friday
791,Deploy microservice,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-07 22:25:59.627850,2025-10-20 22:25:59.627850,alice,bob,2,12,113,3.76,in_progress,13,0,Deploy microservice. Plan sprint items and assign tasks to frontend/backend teams.,"['deploy', 'microservice', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",deploy microservic plan sprint item assign task frontend backend team,deploy microservice plan sprint item assign task frontend backend team
792,Plan sprint,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-31 22:25:59.627850,2025-09-13 22:25:59.627850,charlie,diana,0,8,159,4.78,in_progress,13,1,Plan sprint. Plan sprint items and assign tasks to frontend/backend teams.,"['plan', 'sprint', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",plan sprint plan sprint item assign task frontend backend team,plan sprint plan sprint item assign task frontend backend team
793,Research new lib,Update package.json dependencies and run compatibility tests.,2025-08-23 22:25:59.627850,2025-09-07 22:25:59.627850,alice,alice,0,3,130,2.74,done,15,0,Research new lib. Update package.json dependencies and run compatibility tests.,"['research', 'new', 'lib', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",research new lib updat packag json depend run compat test,research new lib update package json dependency run compatibility test
794,Prepare monthly report,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-20 22:25:59.627850,2025-08-22 22:25:59.627850,alice,diana,2,8,11,4.87,in_progress,2,1,Prepare monthly report. User cannot login with social auth. Error 500 observed on POST /auth.,"['prepare', 'monthly', 'report', 'user', 'login', 'social', 'auth', 'error', '500', 'observed', 'post', 'auth']",prepar monthli report user login social auth error 500 observ post auth,prepare monthly report user login social auth error 500 observed post auth
795,Plan sprint,Respond to important client email about billing dispute.,2025-08-23 22:25:59.627850,2025-09-02 22:25:59.627850,alice,alice,0,8,197,2.84,in_progress,10,1,Plan sprint. Respond to important client email about billing dispute.,"['plan', 'sprint', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",plan sprint respond import client email bill disput,plan sprint respond important client email billing dispute
796,Write unit tests,Deploy new service to production cluster and monitor for errors.,2025-09-01 22:25:59.627850,2025-09-17 22:25:59.627850,diana,charlie,0,6,92,4.14,done,16,0,Write unit tests. Deploy new service to production cluster and monitor for errors.,"['write', 'unit', 'tests', 'deploy', 'new', 'service', 'production', 'cluster', 'monitor', 'errors']",write unit test deploy new servic product cluster monitor error,write unit test deploy new service production cluster monitor error
797,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-13 22:25:59.627850,2025-10-15 22:25:59.627850,diana,alice,2,4,120,1.92,in_progress,2,0,Research new lib. User cannot login with social auth. Error 500 observed on POST /auth.,"['research', 'new', 'lib', 'user', 'login', 'social', 'auth', 'error', '500', 'observed', 'post', 'auth']",research new lib user login social auth error 500 observ post auth,research new lib user login social auth error 500 observed post auth
798,Write unit tests,Write unit tests for payment module to improve coverage.,2025-08-16 22:25:59.627850,2025-08-18 22:25:59.627850,bob,charlie,2,8,47,2.71,open,2,1,Write unit tests. Write unit tests for payment module to improve coverage.,"['write', 'unit', 'tests', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",write unit test write unit test payment modul improv coverag,write unit test write unit test payment module improve coverage
799,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-09-14 22:25:59.627850,2025-09-18 22:25:59.627850,diana,diana,1,4,148,4.34,done,4,0,Update dependencies. Optimize slow queries causing high CPU usage on replica DB.,"['update', 'dependencies', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",updat depend optim slow queri caus high cpu usag replica db,update dependency optimize slow query causing high cpu usage replica db
800,Fix login bug,Optimize slow queries causing high CPU usage on replica DB.,2025-08-30 22:25:59.627850,2025-09-15 22:25:59.627850,diana,charlie,2,12,77,1.94,open,16,1,Fix login bug. Optimize slow queries causing high CPU usage on replica DB.,"['fix', 'login', 'bug', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",fix login bug optim slow queri caus high cpu usag replica db,fix login bug optimize slow query causing high cpu usage replica db
801,Plan sprint,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-22 22:25:59.627850,2025-09-03 22:25:59.627850,charlie,alice,0,12,165,2.04,open,12,1,Plan sprint. User cannot login with social auth. Error 500 observed on POST /auth.,"['plan', 'sprint', 'user', 'login', 'social', 'auth', 'error', '500', 'observed', 'post', 'auth']",plan sprint user login social auth error 500 observ post auth,plan sprint user login social auth error 500 observed post auth
802,Optimize DB queries,Respond to important client email about billing dispute.,2025-09-05 22:25:59.627850,2025-09-19 22:25:59.627850,charlie,alice,0,8,67,1.61,done,14,0,Optimize DB queries. Respond to important client email about billing dispute.,"['optimize', 'db', 'queries', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",optim db queri respond import client email bill disput,optimize db query respond important client email billing dispute
803,Update dependencies,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-19 22:25:59.627850,2025-08-22 22:25:59.627850,charlie,alice,2,3,48,0.59,in_progress,3,1,Update dependencies. Plan sprint items and assign tasks to frontend/backend teams.,"['update', 'dependencies', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",updat depend plan sprint item assign task frontend backend team,update dependency plan sprint item assign task frontend backend team
804,Fix login bug,Write unit tests for payment module to improve coverage.,2025-09-25 22:25:59.627850,2025-10-09 22:25:59.627850,diana,charlie,2,1,183,2.61,open,14,1,Fix login bug. Write unit tests for payment module to improve coverage.,"['fix', 'login', 'bug', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",fix login bug write unit test payment modul improv coverag,fix login bug write unit test payment module improve coverage
805,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-09-19 22:25:59.627850,2025-10-02 22:25:59.627850,charlie,alice,0,12,130,0.95,done,13,0,Customer email reply. Optimize slow queries causing high CPU usage on replica DB.,"['customer', 'email', 'reply', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",custom email repli optim slow queri caus high cpu usag replica db,customer email reply optimize slow query causing high cpu usage replica db
806,Deploy microservice,Respond to important client email about billing dispute.,2025-09-14 22:25:59.627850,2025-10-01 22:25:59.627850,charlie,bob,2,6,81,2.14,in_progress,17,1,Deploy microservice. Respond to important client email about billing dispute.,"['deploy', 'microservice', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",deploy microservic respond import client email bill disput,deploy microservice respond important client email billing dispute
807,Deploy microservice,Write unit tests for payment module to improve coverage.,2025-09-23 22:25:59.627850,2025-09-26 22:25:59.627850,bob,charlie,2,3,17,1.84,done,3,0,Deploy microservice. Write unit tests for payment module to improve coverage.,"['deploy', 'microservice', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",deploy microservic write unit test payment modul improv coverag,deploy microservice write unit test payment module improve coverage
808,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-09-22 22:25:59.627850,2025-09-25 22:25:59.627850,alice,charlie,2,3,22,3.05,done,3,0,Optimize DB queries. Deploy new service to production cluster and monitor for errors.,"['optimize', 'db', 'queries', 'deploy', 'new', 'service', 'production', 'cluster', 'monitor', 'errors']",optim db queri deploy new servic product cluster monitor error,optimize db query deploy new service production cluster monitor error
